trade_date,cusip,ytm
3/4/22,950590AG4,5.1513
3/7/22,950590AG4,5.3645
3/8/22,950590AG4,4.4815
3/9/22,950590AG4,5.3624
3/10/22,950590AG4,5.4313
3/11/22,950590AG4,5.4303
3/14/22,950590AG4,5.2851
3/15/22,950590AG4,5.5007
3/16/22,950590AG4,5.2828
3/17/22,950590AG4,4.9214
3/18/22,950590AG4,5.2784
3/21/22,950590AG4,5.2773
3/22/22,950590AG4,4.4935
3/23/22,950590AG4,4.4919
3/24/22,950590AG4,4.5221
3/25/22,950590AG4,4.4853
3/28/22,950590AG4,4.5189
3/29/22,950590AG4,4.408
3/30/22,950590AG4,4.4821
3/31/22,950590AG4,4.4771
4/1/22,950590AG4,4.4755
4/4/22,950590AG4,4.4738
4/5/22,950590AG4,4.4016
4/6/22,950590AG4,4.3999
4/7/22,950590AG4,4.8942
4/8/22,950590AG4,5.0374
4/11/22,950590AG4,4.8914
4/12/22,950590AG4,5.0349
4/13/22,950590AG4,5.1026
4/14/22,950590AG4,4.8832
4/15/22,950590AG4,4.8832
4/18/22,950590AG4,5.3942
4/19/22,950590AG4,5.1722
4/20/22,950590AG4,5.171
4/21/22,950590AG4,5.1674
4/22/22,950590AG4,5.388
4/25/22,950590AG4,4.9085
4/26/22,950590AG4,4.9071
4/27/22,950590AG4,4.9423
4/28/22,950590AG4,5.2701
4/29/22,950590AG4,5.269
5/2/22,950590AG4,4.5712
5/3/22,950590AG4,4.5696
5/4/22,950590AG4,4.568
5/5/22,950590AG4,4.5631
5/6/22,950590AG4,5.2984
5/9/22,950590AG4,5.2973
5/10/22,950590AG4,5.6731
5/11/22,950590AG4,5.6723
5/12/22,950590AG4,6.3642
5/13/22,950590AG4,6.3638
5/16/22,950590AG4,5.5539
5/17/22,950590AG4,6.3631
5/18/22,950590AG4,6.0509
5/19/22,950590AG4,6.2049
5/20/22,950590AG4,6.1264
5/23/22,950590AG4,6.1649
5/24/22,950590AG4,6.5185
5/25/22,950590AG4,6.1248
5/26/22,950590AG4,6.1171
5/27/22,950590AG4,6.1227
5/30/22,950590AG4,6.1227
5/31/22,950590AG4,6.083
6/1/22,950590AG4,6.0824
6/2/22,950590AG4,6.0808
6/3/22,950590AG4,6.0802
6/6/22,950590AG4,6.0797
6/7/22,950590AG4,6.0791
6/8/22,950590AG4,6.0786
6/9/22,950590AG4,6.0769
6/10/22,950590AG4,6.2347
6/13/22,950590AG4,6.4737
6/14/22,950590AG4,6.4732
6/15/22,950590AG4,6.4728
6/16/22,950590AG4,6.4709
6/17/22,950590AG4,6.4704
6/20/22,950590AG4,6.4704
6/21/22,950590AG4,6.47
6/22/22,950590AG4,6.4695
6/23/22,950590AG4,6.4681
6/24/22,950590AG4,6.4676
6/27/22,950590AG4,6.4672
6/28/22,950590AG4,6.4667
6/29/22,950590AG4,6.4662
6/30/22,950590AG4,6.4644
7/1/22,950590AG4,6.4639
7/4/22,950590AG4,6.4639
7/5/22,950590AG4,6.4635
7/6/22,950590AG4,6.463
7/7/22,950590AG4,6.4616
7/8/22,950590AG4,6.4612
7/11/22,950590AG4,6.4607
7/12/22,950590AG4,6.4603
7/13/22,950590AG4,6.4598
7/14/22,950590AG4,6.4585
7/15/22,950590AG4,6.458
7/18/22,950590AG4,6.4575
7/19/22,950590AG4,6.4571
7/20/22,950590AG4,6.4566
7/21/22,950590AG4,6.4553
7/22/22,950590AG4,6.4548
7/25/22,950590AG4,6.4544
7/26/22,950590AG4,6.4539
7/27/22,950590AG4,6.4535
7/28/22,950590AG4,6.4526
7/29/22,950590AG4,6.4521
8/1/22,950590AG4,6.5347
8/2/22,950590AG4,6.6595
8/3/22,950590AG4,6.6592
8/4/22,950590AG4,6.6164
8/5/22,950590AG4,6.6161
8/8/22,950590AG4,6.4485
8/9/22,950590AG4,6.5735
8/10/22,950590AG4,6.5731
8/11/22,950590AG4,6.155
8/12/22,950590AG4,6.1544
8/15/22,950590AG4,6.2367
8/16/22,950590AG4,6.1531
8/17/22,950590AG4,6.4445
8/18/22,950590AG4,6.4432
8/19/22,950590AG4,6.4428
8/22/22,950590AG4,6.4423
8/23/22,950590AG4,6.3157
8/24/22,950590AG4,6.3152
8/25/22,950590AG4,6.3136
8/26/22,950590AG4,6.3131
8/29/22,950590AG4,6.3065
8/30/22,950590AG4,6.3125
8/31/22,950590AG4,6.312
9/1/22,950590AG4,6.3099
9/2/22,950590AG4,6.3094
9/5/22,950590AG4,6.3094
9/6/22,950590AG4,6.3088
9/7/22,950590AG4,6.3932
9/8/22,950590AG4,6.2219
9/9/22,950590AG4,6.1789
9/12/22,950590AG4,6.1783
9/13/22,950590AG4,6.1776
9/14/22,950590AG4,6.3046
9/15/22,950590AG4,6.303
9/16/22,950590AG4,7.0825
9/19/22,950590AG4,6.7764
9/20/22,950590AG4,7.0386
9/21/22,950590AG4,7.0387
9/22/22,950590AG4,7.0388
9/23/22,950590AG4,7.0389
9/26/22,950590AG4,7.0831
9/27/22,950590AG4,6.9067
9/28/22,950590AG4,6.9948
9/29/22,950590AG4,6.9949
9/30/22,950590AG4,6.9949
10/3/22,950590AG4,7.1281
10/4/22,950590AG4,7.1283
10/5/22,950590AG4,7.0839
10/6/22,950590AG4,7.0396
10/7/22,950590AG4,7.0397
10/10/22,950590AG4,7.0397
10/11/22,950590AG4,7.1292
10/12/22,950590AG4,7.1742
10/13/22,950590AG4,7.04
10/14/22,950590AG4,7.085
10/17/22,950590AG4,6.9954
10/18/22,950590AG4,7.0852
10/19/22,950590AG4,7.0853
10/20/22,950590AG4,7.0406
10/21/22,950590AG4,7.0858
10/24/22,950590AG4,6.9507
10/25/22,950590AG4,6.8608
10/26/22,950590AG4,7.0862
10/27/22,950590AG4,6.9437
10/28/22,950590AG4,6.9508
10/31/22,950590AG4,7.0413
11/1/22,950590AG4,6.9508
11/2/22,950590AG4,6.9508
11/3/22,950590AG4,6.9056
11/4/22,950590AG4,6.8603
11/7/22,950590AG4,6.9056
11/8/22,950590AG4,6.9966
11/9/22,950590AG4,6.9512
11/10/22,950590AG4,6.9512
11/11/22,950590AG4,6.9512
11/14/22,950590AG4,7.0887
11/15/22,950590AG4,7.0889
11/16/22,950590AG4,7.089
11/17/22,950590AG4,7.0895
11/18/22,950590AG4,6.9975
11/21/22,950590AG4,7.1824
11/22/22,950590AG4,7.1829
11/23/22,950590AG4,6.9981
11/24/22,950590AG4,6.9981
11/25/22,950590AG4,6.9982
11/28/22,950590AG4,6.9983
11/29/22,950590AG4,7.2779
11/30/22,950590AG4,7.2782
12/1/22,950590AG4,7.7524
12/2/22,950590AG4,7.7532
12/5/22,950590AG4,6.999
12/6/22,950590AG4,6.9992
12/7/22,950590AG4,6.9993
12/8/22,950590AG4,6.9996
12/9/22,950590AG4,6.9998
12/12/22,950590AG4,7.2352
12/13/22,950590AG4,7.2355
12/14/22,950590AG4,7.3303
12/15/22,950590AG4,7.3308
12/16/22,950590AG4,7.3309
12/19/22,950590AG4,7.3311
12/20/22,950590AG4,6.3918
12/21/22,950590AG4,6.9519
12/22/22,950590AG4,6.9512
12/23/22,950590AG4,6.9511
12/27/22,950590AG4,6.9509
12/28/22,950590AG4,6.9508
12/29/22,950590AG4,6.9504
12/30/22,950590AG4,6.9502
1/2/23,950590AG4,6.9502
1/3/23,950590AG4,6.9977
1/4/23,950590AG4,6.9976
1/5/23,950590AG4,6.9973
1/6/23,950590AG4,7.0932
1/9/23,950590AG4,7.0932
1/10/23,950590AG4,7.0932
1/11/23,950590AG4,7.0932
1/12/23,950590AG4,6.9966
1/13/23,950590AG4,7.0931
1/16/23,950590AG4,7.0931
1/17/23,950590AG4,7.0931
1/18/23,950590AG4,7.0931
1/19/23,950590AG4,7.0931
1/20/23,950590AG4,7.0931
1/23/23,950590AG4,7.0931
1/24/23,950590AG4,7.0931
1/25/23,950590AG4,7.0932
1/26/23,950590AG4,7.0932
1/27/23,950590AG4,7.0856
1/30/23,950590AG4,7.0932
1/31/23,950590AG4,7.0932
2/1/23,950590AG4,7.0933
2/2/23,950590AG4,7.0933
2/3/23,950590AG4,7.0933
2/6/23,950590AG4,7.0442
2/7/23,950590AG4,7.0442
2/8/23,950590AG4,7.0934
2/9/23,950590AG4,7.0935
2/10/23,950590AG4,7.0936
2/13/23,950590AG4,7.0936
2/14/23,950590AG4,7.0936
2/15/23,950590AG4,7.0937
2/16/23,950590AG4,7.0939
2/17/23,950590AG4,7.0939
2/20/23,950590AG4,7.0939
2/21/23,950590AG4,7.094
2/22/23,950590AG4,7.094
2/23/23,950590AG4,6.9942
2/24/23,950590AG4,7.11
2/27/23,950590AG4,7.0944
2/28/23,950590AG4,7.1448
3/1/23,950590AG4,7.0945
3/2/23,950590AG4,7.0947
3/3/23,950590AG4,7.0948
3/6/23,950590AG4,7.0949
3/7/23,950590AG4,7.095
3/8/23,950590AG4,7.095
3/9/23,950590AG4,7.0953
3/10/23,950590AG4,7.1462
3/13/23,950590AG4,7.0955
3/14/23,950590AG4,7.0956
3/15/23,950590AG4,7.0956
3/16/23,950590AG4,7.0959
3/17/23,950590AG4,7.096
3/20/23,950590AG4,7.0961
3/21/23,950590AG4,7.0962
3/22/23,950590AG4,7.0963
3/23/23,950590AG4,7.0966
3/24/23,950590AG4,7.0967
3/27/23,950590AG4,7.0969
3/28/23,950590AG4,7.097
3/29/23,950590AG4,7.0889
3/30/23,950590AG4,7.0973
3/31/23,950590AG4,7.0974
4/3/23,950590AG4,7.0976
4/4/23,950590AG4,7.0977
4/5/23,950590AG4,7.0982
4/6/23,950590AG4,7.0983
4/7/23,950590AG4,7.0983
4/10/23,950590AG4,6.9943
4/11/23,950590AG4,7.0986
4/12/23,950590AG4,7.0987
4/13/23,950590AG4,7.0992
4/14/23,950590AG4,6.9423
4/17/23,950590AG4,6.9946
4/18/23,950590AG4,7.0996
4/19/23,950590AG4,7.0997
4/20/23,950590AG4,7.1002
4/21/23,950590AG4,7.1004
4/24/23,950590AG4,7.1005
4/25/23,950590AG4,7.1007
4/26/23,950590AG4,7.1009
4/27/23,950590AG4,7.1014
4/28/23,950590AG4,7.1015
5/1/23,950590AG4,7.1017
5/2/23,950590AG4,6.9955
5/3/23,950590AG4,7.1021
5/4/23,950590AG4,7.1026
5/5/23,950590AG4,7.1028
5/8/23,950590AG4,6.8893
5/9/23,950590AG4,7.1032
5/10/23,950590AG4,7.1034
5/11/23,950590AG4,7.104
5/12/23,950590AG4,7.1042
5/15/23,950590AG4,7.1044
5/16/23,950590AG4,7.1046
5/17/23,950590AG4,7.1048
5/18/23,950590AG4,7.1054
5/19/23,950590AG4,7.1056
5/22/23,950590AG4,7.1058
5/23/23,950590AG4,7.1061
5/24/23,950590AG4,7.1063
5/25/23,950590AG4,7.1072
5/26/23,950590AG4,7.0987
5/29/23,950590AG4,7.0987
5/30/23,950590AG4,7.1074
5/31/23,950590AG4,7.1077
6/1/23,950590AG4,7.1084
6/2/23,950590AG4,7.1086
6/5/23,950590AG4,7.0538
6/6/23,950590AG4,7.1091
6/7/23,950590AG4,7.1094
6/8/23,950590AG4,7.1101
6/9/23,950590AG4,7.1104
6/12/23,950590AG4,7.1107
6/13/23,950590AG4,7.1109
6/14/23,950590AG4,7.1109
6/15/23,950590AG4,7.1107
6/16/23,950590AG4,6.5563
6/19/23,950590AG4,6.5563
6/20/23,950590AG4,6.9433
6/21/23,950590AG4,7.3917
6/22/23,950590AG4,7.3925
6/23/23,950590AG4,7.1106
6/26/23,950590AG4,7.3931
6/27/23,950590AG4,7.1106
6/28/23,950590AG4,7.1105
6/29/23,950590AG4,7.1105
6/30/23,950590AG4,7.1105
7/3/23,950590AG4,7.1105
7/4/23,950590AG4,7.1105
7/5/23,950590AG4,7.0537
7/6/23,950590AG4,7.1105
7/7/23,950590AG4,7.1105
7/10/23,950590AG4,7.1105
7/11/23,950590AG4,7.1105
7/12/23,950590AG4,7.1105
7/13/23,950590AG4,6.5412
7/14/23,950590AG4,6.5406
7/17/23,950590AG4,7.0532
7/18/23,950590AG4,7.0531
7/19/23,950590AG4,6.2564
7/20/23,950590AG4,6.2538
7/21/23,950590AG4,6.5366
7/24/23,950590AG4,6.7649
7/25/23,950590AG4,6.8796
7/26/23,950590AG4,6.8794
7/27/23,950590AG4,6.8122
7/28/23,950590AG4,6.8209
7/31/23,950590AG4,6.5326
8/1/23,950590AG4,6.532
8/2/23,950590AG4,6.8782
8/3/23,950590AG4,6.8776
8/4/23,950590AG4,6.8774
8/7/23,950590AG4,6.8772
8/8/23,950590AG4,6.877
8/9/23,950590AG4,6.8768
8/10/23,950590AG4,6.8762
8/11/23,950590AG4,6.8173
8/14/23,950590AG4,7.1118
8/15/23,950590AG4,7.1119
8/16/23,950590AG4,6.6404
8/17/23,950590AG4,7.1122
8/18/23,950590AG4,6.7565
8/21/23,950590AG4,6.7562
8/22/23,950590AG4,6.6378
8/23/23,950590AG4,6.5784
8/24/23,950590AG4,6.6953
8/25/23,950590AG4,6.6356
8/28/23,950590AG4,6.6352
8/29/23,950590AG4,6.5667
8/30/23,950590AG4,6.5754
8/31/23,950590AG4,6.5734
9/1/23,950590AG4,6.5729
9/4/23,950590AG4,6.5729
9/5/23,950590AG4,6.5724
9/6/23,950590AG4,6.6917
9/7/23,950590AG4,6.6305
9/8/23,950590AG4,6.6301
9/11/23,950590AG4,6.6296
9/12/23,950590AG4,6.6292
9/13/23,950590AG4,6.6288
9/14/23,950590AG4,6.6881
9/15/23,950590AG4,6.6271
9/18/23,950590AG4,6.6267
9/19/23,950590AG4,6.6262
9/20/23,950590AG4,6.6867
9/21/23,950590AG4,6.6246
9/22/23,950590AG4,6.6242
9/25/23,950590AG4,6.6237
9/26/23,950590AG4,6.6233
9/27/23,950590AG4,6.6229
9/28/23,950590AG4,6.6217
9/29/23,950590AG4,6.6829
10/2/23,950590AG4,6.7445
10/3/23,950590AG4,6.7442
10/4/23,950590AG4,6.6819
10/5/23,950590AG4,6.6184
10/6/23,950590AG4,6.6803
10/9/23,950590AG4,6.5558
10/10/23,950590AG4,6.6799
10/11/23,950590AG4,6.6796
10/12/23,950590AG4,6.7413
10/13/23,950590AG4,6.6783
10/16/23,950590AG4,6.678
10/17/23,950590AG4,6.6776
10/18/23,950590AG4,6.6773
10/19/23,950590AG4,6.6763
10/20/23,950590AG4,6.676
10/23/23,950590AG4,6.6757
10/24/23,950590AG4,6.6754
10/25/23,950590AG4,6.6116
10/26/23,950590AG4,6.6104
10/27/23,950590AG4,6.6005
10/30/23,950590AG4,6.6738
10/31/23,950590AG4,6.93
11/1/23,950590AG4,6.5454
11/2/23,950590AG4,6.7365
11/3/23,950590AG4,6.93
11/6/23,950590AG4,7.1249
11/7/23,950590AG4,6.6069
11/8/23,950590AG4,6.671
11/9/23,950590AG4,6.6701
11/10/23,950590AG4,6.4757
11/13/23,950590AG4,7.3904
11/14/23,950590AG4,6.6692
11/15/23,950590AG4,6.3446
11/16/23,950590AG4,7.3934
11/17/23,950590AG4,7.0623
11/20/23,950590AG4,6.4713
11/21/23,950590AG4,7.3292
11/22/23,950590AG4,7.3309
11/23/23,950590AG4,7.3309
11/24/23,950590AG4,7.3314
11/27/23,950590AG4,6.9974
11/28/23,950590AG4,7.1982
11/29/23,950590AG4,7.1315
11/30/23,950590AG4,6.4649
12/1/23,950590AG4,7.0655
12/4/23,950590AG4,7.3361
12/5/23,950590AG4,6.4633
12/6/23,950590AG4,7.2694
12/7/23,950590AG4,6.3277
12/8/23,950590AG4,6.4606
12/11/23,950590AG4,7.3404
12/12/23,950590AG4,7.2726
12/13/23,950590AG4,6.459
12/14/23,950590AG4,7.2049
12/15/23,950590AG4,7.205
12/18/23,950590AG4,7.1363
12/1/21,674599BM6,4.5154
12/2/21,674599BM6,4.5125
12/3/21,674599BM6,4.5116
12/6/21,674599BM6,4.5106
12/7/21,674599BM6,3.8872
12/8/21,674599BM6,4.4454
12/9/21,674599BM6,4.4424
12/10/21,674599BM6,4.4414
12/13/21,674599BM6,4.6531
12/14/21,674599BM6,5.4194
12/15/21,674599BM6,5.4187
12/16/21,674599BM6,4.9515
12/17/21,674599BM6,4.9507
12/20/21,674599BM6,4.9499
12/21/21,674599BM6,4.6244
12/22/21,674599BM6,4.9702
12/23/21,674599BM6,4.7068
12/24/21,674599BM6,4.7059
12/27/21,674599BM6,4.0284
12/28/21,674599BM6,4.0066
12/29/21,674599BM6,3.9826
12/30/21,674599BM6,3.9825
12/31/21,674599BM6,4.0228
1/3/22,674599BM6,4.0424
1/4/22,674599BM6,4.1875
1/5/22,674599BM6,4.3339
1/6/22,674599BM6,4.1832
1/7/22,674599BM6,4.4576
1/10/22,674599BM6,4.6285
1/11/22,674599BM6,4.6276
1/12/22,674599BM6,4.4333
1/13/22,674599BM6,4.5151
1/14/22,674599BM6,4.6655
1/17/22,674599BM6,4.6655
1/18/22,674599BM6,4.7081
1/19/22,674599BM6,4.577
1/20/22,674599BM6,4.5742
1/24/22,674599BM6,4.5723
1/25/22,674599BM6,4.7895
1/26/22,674599BM6,4.7886
1/27/22,674599BM6,4.7834
1/28/22,674599BM6,5.0075
1/31/22,674599BM6,4.9621
2/1/22,674599BM6,4.7404
2/2/22,674599BM6,4.8276
2/3/22,674599BM6,4.9137
2/4/22,674599BM6,5.002
2/7/22,674599BM6,5.0012
2/8/22,674599BM6,5.0677
2/9/22,674599BM6,5.0221
2/10/22,674599BM6,5.2683
2/11/22,674599BM6,5.359
2/14/22,674599BM6,5.4502
2/15/22,674599BM6,5.542
2/16/22,674599BM6,5.403
2/17/22,674599BM6,5.4004
2/18/22,674599BM6,5.3998
2/21/22,674599BM6,5.3998
2/22/22,674599BM6,5.3992
2/23/22,674599BM6,5.3986
2/24/22,674599BM6,5.4955
2/25/22,674599BM6,5.3717
2/28/22,674599BM6,5.3711
3/1/22,674599BM6,5.3704
3/2/22,674599BM6,5.1404
3/3/22,674599BM6,5.1382
3/4/22,674599BM6,5.321
3/7/22,674599BM6,5.1596
3/8/22,674599BM6,5.2506
3/9/22,674599BM6,5.273
3/10/22,674599BM6,5.3866
3/11/22,674599BM6,5.386
3/14/22,674599BM6,5.5253
3/15/22,674599BM6,5.1998
3/16/22,674599BM6,5.1303
3/17/22,674599BM6,5.4756
3/18/22,674599BM6,5.2194
3/21/22,674599BM6,5.3809
3/22/22,674599BM6,5.5207
3/23/22,674599BM6,5.5201
3/24/22,674599BM6,5.1
3/25/22,674599BM6,5.565
3/28/22,674599BM6,5.6354
3/29/22,674599BM6,5.6317
3/30/22,674599BM6,5.3759
3/31/22,674599BM6,5.3737
4/1/22,674599BM6,5.373
4/4/22,674599BM6,5.3723
4/5/22,674599BM6,5.3715
4/6/22,674599BM6,5.4648
4/7/22,674599BM6,5.4391
4/8/22,674599BM6,5.4149
4/11/22,674599BM6,5.4141
4/12/22,674599BM6,5.5553
4/13/22,674599BM6,5.5526
4/14/22,674599BM6,5.4571
4/15/22,674599BM6,5.4571
4/18/22,674599BM6,5.599
4/19/22,674599BM6,5.6222
4/20/22,674599BM6,5.5024
4/21/22,674599BM6,5.6197
4/22/22,674599BM6,5.619
4/25/22,674599BM6,5.6184
4/26/22,674599BM6,5.5938
4/27/22,674599BM6,5.8829
4/28/22,674599BM6,5.8813
4/29/22,674599BM6,5.8807
5/2/22,674599BM6,6.0765
5/3/22,674599BM6,6.076
5/4/22,674599BM6,5.9771
5/5/22,674599BM6,5.9756
5/6/22,674599BM6,5.9751
5/9/22,674599BM6,6.2973
5/10/22,674599BM6,6.2719
5/11/22,674599BM6,6.2715
5/12/22,674599BM6,6.2704
5/13/22,674599BM6,6.27
5/16/22,674599BM6,5.9711
5/17/22,674599BM6,5.9706
5/18/22,674599BM6,5.9701
5/19/22,674599BM6,5.9686
5/20/22,674599BM6,5.9681
5/23/22,674599BM6,6.1666
5/24/22,674599BM6,6.1661
5/25/22,674599BM6,6.1657
5/26/22,674599BM6,6.261
5/27/22,674599BM6,5.9646
5/30/22,674599BM6,5.9646
5/31/22,674599BM6,5.9641
6/1/22,674599BM6,5.9636
6/2/22,674599BM6,5.9621
6/3/22,674599BM6,5.9616
6/6/22,674599BM6,5.9611
6/7/22,674599BM6,5.9607
6/8/22,674599BM6,6.01
6/9/22,674599BM6,6.4383
6/10/22,674599BM6,6.438
6/13/22,674599BM6,6.592
6/14/22,674599BM6,6.5918
6/15/22,674599BM6,6.7213
6/16/22,674599BM6,6.513
6/17/22,674599BM6,6.5128
6/20/22,674599BM6,6.5128
6/21/22,674599BM6,6.5125
6/22/22,674599BM6,6.5122
6/23/22,674599BM6,6.7718
6/24/22,674599BM6,6.7716
6/27/22,674599BM6,6.3563
6/28/22,674599BM6,6.8239
6/29/22,674599BM6,7.0892
6/30/22,674599BM6,6.7179
7/1/22,674599BM6,6.7177
7/4/22,674599BM6,6.7177
7/5/22,674599BM6,6.7175
7/6/22,674599BM6,6.7173
7/7/22,674599BM6,7.0888
7/8/22,674599BM6,7.0888
7/11/22,674599BM6,7.0888
7/12/22,674599BM6,6.9815
7/13/22,674599BM6,6.9814
7/14/22,674599BM6,6.9812
7/15/22,674599BM6,6.9811
7/18/22,674599BM6,6.9811
7/19/22,674599BM6,6.981
7/20/22,674599BM6,6.9809
7/21/22,674599BM6,6.9807
7/22/22,674599BM6,6.4515
7/25/22,674599BM6,6.4512
7/26/22,674599BM6,6.4509
7/27/22,674599BM6,6.4507
7/28/22,674599BM6,6.4501
7/29/22,674599BM6,5.6077
8/1/22,674599BM6,5.2615
8/2/22,674599BM6,5.2607
8/3/22,674599BM6,5.26
8/4/22,674599BM6,6.0339
8/5/22,674599BM6,6.0335
8/8/22,674599BM6,6.033
8/9/22,674599BM6,6.0326
8/10/22,674599BM6,6.0321
8/11/22,674599BM6,6.0308
8/12/22,674599BM6,6.0304
8/15/22,674599BM6,6.0299
8/16/22,674599BM6,5.2501
8/17/22,674599BM6,5.2493
8/18/22,674599BM6,5.2471
8/19/22,674599BM6,5.2463
8/22/22,674599BM6,5.2455
8/23/22,674599BM6,5.2448
8/24/22,674599BM6,5.8719
8/25/22,674599BM6,5.2417
8/26/22,674599BM6,5.241
8/29/22,674599BM6,5.237
8/30/22,674599BM6,5.2402
8/31/22,674599BM6,5.564
9/1/22,674599BM6,5.8413
9/2/22,674599BM6,5.8408
9/5/22,674599BM6,5.8408
9/6/22,674599BM6,5.2349
9/7/22,674599BM6,5.2341
9/8/22,674599BM6,5.2318
9/9/22,674599BM6,5.231
9/12/22,674599BM6,5.2303
9/13/22,674599BM6,5.2295
9/14/22,674599BM6,5.2287
9/15/22,674599BM6,5.2264
9/16/22,674599BM6,5.2257
9/19/22,674599BM6,5.2249
9/20/22,674599BM6,5.2241
9/21/22,674599BM6,5.2234
9/22/22,674599BM6,5.2211
9/23/22,674599BM6,5.2203
9/26/22,674599BM6,5.2195
9/27/22,674599BM6,5.2188
9/28/22,674599BM6,5.218
9/29/22,674599BM6,6.9776
9/30/22,674599BM6,6.9223
10/3/22,674599BM6,6.8122
10/4/22,674599BM6,6.812
10/5/22,674599BM6,6.8118
10/6/22,674599BM6,6.7014
10/7/22,674599BM6,6.7558
10/10/22,674599BM6,6.7558
10/11/22,674599BM6,6.9206
10/12/22,674599BM6,6.9205
10/13/22,674599BM6,6.9199
10/14/22,674599BM6,6.9197
10/17/22,674599BM6,6.9196
10/18/22,674599BM6,6.8088
10/19/22,674599BM6,6.8086
10/20/22,674599BM6,6.9743
10/21/22,674599BM6,6.9741
10/24/22,674599BM6,6.8628
10/25/22,674599BM6,6.7521
10/26/22,674599BM6,6.642
10/27/22,674599BM6,6.637
10/28/22,674599BM6,6.6411
10/31/22,674599BM6,6.6408
11/1/22,674599BM6,6.4766
11/2/22,674599BM6,6.4219
11/3/22,674599BM6,6.6394
11/4/22,674599BM6,6.6392
11/7/22,674599BM6,6.6389
11/8/22,674599BM6,6.5836
11/9/22,674599BM6,6.7204
11/10/22,674599BM6,6.4724
11/11/22,674599BM6,6.4724
11/14/22,674599BM6,6.4721
11/15/22,674599BM6,6.4171
11/16/22,674599BM6,6.4167
11/17/22,674599BM6,6.4156
11/18/22,674599BM6,6.4152
11/21/22,674599BM6,6.4149
11/22/22,674599BM6,6.3595
11/23/22,674599BM6,6.3583
11/24/22,674599BM6,6.3583
11/25/22,674599BM6,6.3579
11/28/22,674599BM6,6.3575
11/29/22,674599BM6,6.3298
11/30/22,674599BM6,6.3568
12/1/22,674599BM6,6.1375
12/2/22,674599BM6,6.1371
12/5/22,674599BM6,6.1366
12/6/22,674599BM6,6.1905
12/7/22,674599BM6,6.1356
12/8/22,674599BM6,6.1342
12/9/22,674599BM6,6.1337
12/12/22,674599BM6,6.0248
12/13/22,674599BM6,5.9163
12/14/22,674599BM6,5.9697
12/15/22,674599BM6,6.0765
12/16/22,674599BM6,6.076
12/19/22,674599BM6,6.2394
12/20/22,674599BM6,6.294
12/21/22,674599BM6,6.2386
12/22/22,674599BM6,6.2369
12/23/22,674599BM6,6.2365
12/27/22,674599BM6,6.2912
12/28/22,674599BM6,6.2908
12/29/22,674599BM6,6.345
12/30/22,674599BM6,6.3447
1/2/23,674599BM6,6.3447
1/3/23,674599BM6,6.0685
1/4/23,674599BM6,6.068
1/5/23,674599BM6,6.0666
1/6/23,674599BM6,5.9022
1/9/23,674599BM6,5.9016
1/10/23,674599BM6,5.7384
1/11/23,674599BM6,5.6838
1/12/23,674599BM6,5.6812
1/13/23,674599BM6,5.5193
1/16/23,674599BM6,5.5193
1/17/23,674599BM6,5.5186
1/18/23,674599BM6,5.5178
1/19/23,674599BM6,5.5156
1/20/23,674599BM6,5.5149
1/23/23,674599BM6,5.5142
1/24/23,674599BM6,5.5672
1/25/23,674599BM6,5.5665
1/26/23,674599BM6,5.5105
1/27/23,674599BM6,5.5062
1/30/23,674599BM6,5.5098
1/31/23,674599BM6,5.509
2/1/23,674599BM6,5.5083
2/2/23,674599BM6,5.5061
2/3/23,674599BM6,5.9974
2/6/23,674599BM6,6.7886
2/7/23,674599BM6,6.9042
2/8/23,674599BM6,7.0207
2/9/23,674599BM6,7.0792
2/10/23,674599BM6,7.0792
2/13/23,674599BM6,7.0792
2/14/23,674599BM6,7.3755
2/15/23,674599BM6,7.3756
2/16/23,674599BM6,7.436
2/17/23,674599BM6,7.4362
2/20/23,674599BM6,7.4362
2/21/23,674599BM6,7.7391
2/22/23,674599BM6,7.3765
2/23/23,674599BM6,7.317
2/24/23,674599BM6,7.3269
2/27/23,674599BM6,7.3174
2/28/23,674599BM6,7.4378
3/1/23,674599BM6,7.438
3/2/23,674599BM6,7.4385
3/3/23,674599BM6,7.56
3/6/23,674599BM6,7.5602
3/7/23,674599BM6,7.5605
3/8/23,674599BM6,7.4998
3/9/23,674599BM6,7.5614
3/10/23,674599BM6,7.3793
3/13/23,674599BM6,7.1988
3/14/23,674599BM6,7.1988
3/15/23,674599BM6,7.1989
3/16/23,674599BM6,7.1991
3/17/23,674599BM6,7.1992
3/20/23,674599BM6,7.1993
3/21/23,674599BM6,7.1993
3/22/23,674599BM6,7.0793
3/23/23,674599BM6,7.0794
3/24/23,674599BM6,7.0794
3/27/23,674599BM6,7.0795
3/28/23,674599BM6,7.0795
3/29/23,674599BM6,6.8955
3/30/23,674599BM6,6.8997
3/31/23,674599BM6,6.7807
4/3/23,674599BM6,6.7804
4/4/23,674599BM6,6.603
4/5/23,674599BM6,6.6016
4/6/23,674599BM6,6.6013
4/7/23,674599BM6,6.6013
4/10/23,674599BM6,6.6009
4/11/23,674599BM6,6.2499
4/12/23,674599BM6,6.0763
4/13/23,674599BM6,6.0746
4/14/23,674599BM6,6.074
4/17/23,674599BM6,6.3051
4/18/23,674599BM6,6.5391
4/19/23,674599BM6,6.5387
4/20/23,674599BM6,6.5968
4/21/23,674599BM6,6.5965
