trade_date,cusip,ytm
2/6/23,90131HAY1,5.57
2/7/23,90131HAY1,5.58
2/8/23,90131HAY1,5.53
2/9/23,90131HAY1,5.6
2/10/23,90131HAY1,5.67
2/13/23,90131HAY1,5.65
2/14/23,90131HAY1,5.74
2/15/23,90131HAY1,5.78
2/16/23,90131HAY1,5.82
2/17/23,90131HAY1,5.77
2/20/23,90131HAY1,5.81
2/21/23,90131HAY1,5.91
2/22/23,90131HAY1,5.9
2/23/23,90131HAY1,5.86
2/24/23,90131HAY1,5.97
2/27/23,90131HAY1,5.93
2/28/23,90131HAY1,5.95
3/1/23,90131HAY1,6.02
3/2/23,90131HAY1,6.07
3/3/23,90131HAY1,6.01
3/6/23,90131HAY1,6.02
3/7/23,90131HAY1,6.07
3/8/23,90131HAY1,6.11
3/9/23,90131HAY1,5.95
3/10/23,90131HAY1,5.73
3/13/23,90131HAY1,5.44
3/14/23,90131HAY1,5.61
3/15/23,90131HAY1,5.32
3/16/23,90131HAY1,5.49
3/17/23,90131HAY1,5.27
3/20/23,90131HAY1,5.34
3/21/23,90131HAY1,5.51
3/22/23,90131HAY1,5.29
3/23/23,90131HAY1,5.19
3/24/23,90131HAY1,5.2
3/27/23,90131HAY1,5.39
3/28/23,90131HAY1,5.46
3/29/23,90131HAY1,5.47
3/30/23,90131HAY1,5.47
3/31/23,90131HAY1,5.37
4/3/23,90131HAY1,5.3
4/4/23,90131HAY1,5.18
4/5/23,90131HAY1,5.16
4/6/23,90131HAY1,5.16
4/7/23,90131HAY1,5.31
4/10/23,90131HAY1,5.31
4/11/23,90131HAY1,5.32
4/12/23,90131HAY1,5.26
4/13/23,90131HAY1,5.29
4/14/23,90131HAY1,5.39
4/17/23,90131HAY1,5.5
4/18/23,90131HAY1,5.47
4/19/23,90131HAY1,5.49
4/20/23,90131HAY1,5.42
4/21/23,90131HAY1,5.45
4/24/23,90131HAY1,5.37
4/25/23,90131HAY1,5.24
4/26/23,90131HAY1,5.28
4/27/23,90131HAY1,5.39
4/28/23,90131HAY1,5.29
5/1/23,90131HAY1,5.42
5/2/23,90131HAY1,5.25
5/3/23,90131HAY1,5.13
5/4/23,90131HAY1,5.11
5/5/23,90131HAY1,5.19
5/8/23,90131HAY1,5.27
5/9/23,90131HAY1,5.28
5/10/23,90131HAY1,5.16
5/11/23,90131HAY1,5.14
5/12/23,90131HAY1,5.23
5/15/23,90131HAY1,5.25
5/16/23,90131HAY1,5.31
5/17/23,90131HAY1,5.37
5/18/23,90131HAY1,5.47
5/19/23,90131HAY1,5.52
5/22/23,90131HAY1,5.55
5/23/23,90131HAY1,5.52
5/24/23,90131HAY1,5.6
5/25/23,90131HAY1,5.7
5/26/23,90131HAY1,5.72
5/29/23,90131HAY1,5.71
5/30/23,90131HAY1,5.59
5/31/23,90131HAY1,5.54
6/1/23,90131HAY1,5.49
6/2/23,90131HAY1,5.64
6/5/23,90131HAY1,5.61
6/6/23,90131HAY1,5.62
6/7/23,90131HAY1,5.72
6/8/23,90131HAY1,5.6
6/9/23,90131HAY1,5.66
6/12/23,90131HAY1,5.64
6/13/23,90131HAY1,5.74
6/14/23,90131HAY1,5.73
6/15/23,90131HAY1,5.65
6/16/23,90131HAY1,5.73
6/19/23,90131HAY1,5.77
6/20/23,90131HAY1,5.68
6/21/23,90131HAY1,5.7
6/22/23,90131HAY1,5.79
6/23/23,90131HAY1,5.74
6/26/23,90131HAY1,5.72
6/27/23,90131HAY1,5.79
6/28/23,90131HAY1,5.72
6/29/23,90131HAY1,5.88
6/30/23,90131HAY1,5.91
7/3/23,90131HAY1,5.94
7/4/23,90131HAY1,5.92
7/5/23,90131HAY1,6
7/6/23,90131HAY1,6.1
7/7/23,90131HAY1,6.11
7/10/23,90131HAY1,5.99
7/11/23,90131HAY1,5.99
7/12/23,90131HAY1,5.82
7/13/23,90131HAY1,5.75
7/14/23,90131HAY1,5.84
7/17/23,90131HAY1,5.82
7/18/23,90131HAY1,5.8
7/19/23,90131HAY1,5.78
7/20/23,90131HAY1,5.95
7/21/23,90131HAY1,5.95
7/24/23,90131HAY1,6.01
7/25/23,90131HAY1,6.02
7/26/23,90131HAY1,5.97
7/27/23,90131HAY1,6.09
7/28/23,90131HAY1,6.03
7/31/23,90131HAY1,6.03
8/1/23,90131HAY1,6.08
8/2/23,90131HAY1,6.09
8/3/23,90131HAY1,6.14
8/4/23,90131HAY1,5.99
8/7/23,90131HAY1,6.02
8/8/23,90131HAY1,5.96
8/9/23,90131HAY1,5.99
8/10/23,90131HAY1,6.08
8/11/23,90131HAY1,6.15
8/14/23,90131HAY1,6.22
8/15/23,90131HAY1,6.228
8/16/23,90131HAY1,6.26
8/17/23,90131HAY1,6.26
8/18/23,90131HAY1,6.23
8/21/23,90131HAY1,6.32
8/22/23,90131HAY1,6.34
8/23/23,90131HAY1,6.22
8/24/23,90131HAY1,6.27
8/25/23,90131HAY1,6.29
8/28/23,90131HAY1,6.26
8/29/23,90131HAY1,6.13
8/30/23,90131HAY1,6.12
8/31/23,90131HAY1,6.1
9/1/23,90131HAY1,6.15
9/5/23,90131HAY1,6.23
9/6/23,90131HAY1,6.29
9/7/23,90131HAY1,6.22
9/8/23,90131HAY1,6.25
9/11/23,90131HAY1,6.26
9/12/23,90131HAY1,6.28
9/13/23,90131HAY1,6.23
9/14/23,90131HAY1,6.27
9/15/23,90131HAY1,6.32
9/18/23,90131HAY1,6.3
9/19/23,90131HAY1,6.36
9/20/23,90131HAY1,6.4
9/21/23,90131HAY1,6.45
9/22/23,90131HAY1,6.4
9/25/23,90131HAY1,6.44
9/26/23,90131HAY1,6.45
9/27/23,90131HAY1,6.51
9/28/23,90131HAY1,6.46
9/29/23,90131HAY1,6.45
10/2/23,90131HAY1,6.54
10/3/23,90131HAY1,6.63
10/4/23,90131HAY1,6.56
10/5/23,90131HAY1,6.52
10/6/23,90131HAY1,6.58
10/9/23,90131HAY1,6.44
10/10/23,90131HAY1,6.48
10/11/23,90131HAY1,6.45
10/12/23,90131HAY1,6.56
10/13/23,90131HAY1,6.51
10/16/23,90131HAY1,6.58
10/17/23,90131HAY1,6.74
10/18/23,90131HAY1,6.8
10/19/23,90131HAY1,6.82
10/20/23,90131HAY1,6.72
10/23/23,90131HAY1,6.66
10/24/23,90131HAY1,6.68
10/25/23,90131HAY1,6.79
10/26/23,90131HAY1,6.67
10/27/23,90131HAY1,6.64
10/30/23,90131HAY1,6.69
10/31/23,90131HAY1,6.72
11/1/23,90131HAY1,6.52
11/2/23,90131HAY1,6.51
11/3/23,90131HAY1,6.38
11/6/23,90131HAY1,6.46
11/7/23,90131HAY1,6.41
11/8/23,90131HAY1,6.38
11/9/23,90131HAY1,6.52
11/10/23,90131HAY1,6.55
11/13/23,90131HAY1,6.53
11/14/23,90131HAY1,6.31
11/15/23,90131HAY1,6.39
11/16/23,90131HAY1,6.3
11/17/23,90131HAY1,6.32
11/20/23,90131HAY1,6.32
11/21/23,90131HAY1,6.28
11/22/23,90131HAY1,6.3
11/23/23,90131HAY1,6.31
11/24/23,90131HAY1,6.36
11/27/23,90131HAY1,6.28
11/28/23,90131HAY1,6.14
11/29/23,90131HAY1,6.07
11/30/23,90131HAY1,6.13
12/1/23,90131HAY1,6
12/4/23,90131HAY1,6.07
12/5/23,90131HAY1,6
12/6/23,90131HAY1,5.97
12/7/23,90131HAY1,5.99
12/8/23,90131HAY1,6.1
12/11/23,90131HAY1,6.11
12/12/23,90131HAY1,6.09
12/13/23,90131HAY1,5.84
12/14/23,90131HAY1,5.74
12/15/23,90131HAY1,5.75
12/18/23,90131HAY1,5.77
12/1/21,00751YAD8,2.5948
12/2/21,00751YAD8,2.6428
12/3/21,00751YAD8,2.491
12/6/21,00751YAD8,2.5991
12/7/21,00751YAD8,2.6002
12/8/21,00751YAD8,2.6469
12/9/21,00751YAD8,2.6165
12/10/21,00751YAD8,2.637
12/13/21,00751YAD8,2.5518
12/14/21,00751YAD8,2.6135
12/15/21,00751YAD8,2.6025
12/16/21,00751YAD8,2.5758
12/17/21,00751YAD8,2.5676
12/20/21,00751YAD8,2.59
12/21/21,00751YAD8,2.6242
12/22/21,00751YAD8,2.6165
12/23/21,00751YAD8,2.6536
12/24/21,00751YAD8,2.6529
12/27/21,00751YAD8,2.6204
12/28/21,00751YAD8,2.6104
12/29/21,00751YAD8,2.6636
12/30/21,00751YAD8,2.6259
12/31/21,00751YAD8,2.6304
1/3/22,00751YAD8,2.7139
1/4/22,00751YAD8,2.7337
1/5/22,00751YAD8,2.7825
1/6/22,00751YAD8,2.7901
1/7/22,00751YAD8,2.8573
1/10/22,00751YAD8,2.8645
1/11/22,00751YAD8,2.8564
1/12/22,00751YAD8,2.8521
1/13/22,00751YAD8,2.8071
1/14/22,00751YAD8,2.944
1/17/22,00751YAD8,2.9732
1/18/22,00751YAD8,3.0074
1/19/22,00751YAD8,3.0005
1/20/22,00751YAD8,2.964
1/21/22,00751YAD8,2.9656
1/24/22,00751YAD8,3.0083
1/25/22,00751YAD8,2.977
1/26/22,00751YAD8,3.057
1/27/22,00751YAD8,3.0651
1/28/22,00751YAD8,2.9375
1/31/22,00751YAD8,3.0017
2/1/22,00751YAD8,3.0291
2/2/22,00751YAD8,3.0091
2/3/22,00751YAD8,3.1377
2/7/22,00751YAD8,3.25
2/8/22,00751YAD8,3.28
2/9/22,00751YAD8,3.24
2/10/22,00751YAD8,3.34
2/11/22,00751YAD8,3.28
2/14/22,00751YAD8,3.34
2/15/22,00751YAD8,3.38
2/16/22,00751YAD8,3.44
2/17/22,00751YAD8,3.33
2/18/22,00751YAD8,3.39
2/21/22,00751YAD8,3.37
2/22/22,00751YAD8,3.44
2/23/22,00751YAD8,3.47
2/24/22,00751YAD8,3.49
2/25/22,00751YAD8,3.53
2/28/22,00751YAD8,3.38
3/1/22,00751YAD8,3.43
3/2/22,00751YAD8,3.55
3/3/22,00751YAD8,3.5
3/4/22,00751YAD8,3.4
3/7/22,00751YAD8,3.51
3/8/22,00751YAD8,3.59
3/9/22,00751YAD8,3.71
3/10/22,00751YAD8,3.79
3/11/22,00751YAD8,3.82
3/14/22,00751YAD8,3.94
3/15/22,00751YAD8,3.93
3/16/22,00751YAD8,3.89
3/17/22,00751YAD8,3.81
3/18/22,00751YAD8,3.76
3/21/22,00751YAD8,3.87
3/22/22,00751YAD8,3.97
3/23/22,00751YAD8,3.89
3/24/22,00751YAD8,3.98
3/25/22,00751YAD8,4.1
3/28/22,00751YAD8,4.07
3/29/22,00751YAD8,3.98
3/30/22,00751YAD8,3.92
3/31/22,00751YAD8,3.94
4/1/22,00751YAD8,3.98
4/4/22,00751YAD8,3.97
4/5/22,00751YAD8,4.11
4/6/22,00751YAD8,4.18
4/7/22,00751YAD8,4.24
4/8/22,00751YAD8,4.28
4/11/22,00751YAD8,4.34
4/12/22,00751YAD8,4.31
4/13/22,00751YAD8,4.3
4/14/22,00751YAD8,4.39
4/15/22,00751YAD8,4.37
4/18/22,00751YAD8,4.51
4/19/22,00751YAD8,4.63
4/20/22,00751YAD8,4.5
4/21/22,00751YAD8,4.59
4/22/22,00751YAD8,4.56
4/25/22,00751YAD8,4.47
4/26/22,00751YAD8,4.47
4/27/22,00751YAD8,4.47
4/28/22,00751YAD8,4.56
4/29/22,00751YAD8,4.67
5/2/22,00751YAD8,4.81
5/3/22,00751YAD8,4.81
5/4/22,00751YAD8,4.65
5/5/22,00751YAD8,4.8
5/6/22,00751YAD8,4.9
5/9/22,00751YAD8,4.89
5/10/22,00751YAD8,4.8
5/11/22,00751YAD8,4.8
5/12/22,00751YAD8,4.75
5/13/22,00751YAD8,4.89
5/16/22,00751YAD8,4.81
5/17/22,00751YAD8,4.95
5/18/22,00751YAD8,4.94
5/19/22,00751YAD8,4.9
5/20/22,00751YAD8,4.84
5/23/22,00751YAD8,4.93
5/24/22,00751YAD8,4.7
5/25/22,00751YAD8,4.79
5/26/22,00751YAD8,4.76
5/27/22,00751YAD8,4.76
5/30/22,00751YAD8,4.83
5/31/22,00751YAD8,4.87
6/1/22,00751YAD8,4.91
6/2/22,00751YAD8,4.81
6/3/22,00751YAD8,4.92
6/6/22,00751YAD8,4.97
6/7/22,00751YAD8,4.93
6/8/22,00751YAD8,4.96
6/9/22,00751YAD8,5.03
6/10/22,00751YAD8,5.29
6/13/22,00751YAD8,5.5
6/14/22,00751YAD8,5.54
6/15/22,00751YAD8,5.35
6/16/22,00751YAD8,5.38
6/17/22,00751YAD8,5.39
6/20/22,00751YAD8,5.43
6/21/22,00751YAD8,5.46
6/22/22,00751YAD8,5.37
6/23/22,00751YAD8,5.35
6/24/22,00751YAD8,5.4
6/27/22,00751YAD8,5.42
6/28/22,00751YAD8,5.4
6/29/22,00751YAD8,5.35
6/30/22,00751YAD8,5.29
7/1/22,00751YAD8,5.25
7/4/22,00751YAD8,5.27
7/5/22,00751YAD8,5.18
7/6/22,00751YAD8,5.28
7/7/22,00751YAD8,5.24
7/8/22,00751YAD8,5.32
7/11/22,00751YAD8,5.24
7/12/22,00751YAD8,5.24
7/13/22,00751YAD8,5.19
7/14/22,00751YAD8,5.23
7/15/22,00751YAD8,5.15
7/18/22,00751YAD8,5.21
7/19/22,00751YAD8,5.26
7/20/22,00751YAD8,5.19
7/21/22,00751YAD8,5.06
7/22/22,00751YAD8,5.09
7/25/22,00751YAD8,5
7/26/22,00751YAD8,5
7/27/22,00751YAD8,5
7/28/22,00751YAD8,4.88
7/29/22,00751YAD8,4.88
8/1/22,00751YAD8,4.81
8/2/22,00751YAD8,4.97
8/3/22,00751YAD8,4.94
8/4/22,00751YAD8,4.93
8/5/22,00751YAD8,5.07
8/8/22,00751YAD8,4.97
8/9/22,00751YAD8,4.99
8/10/22,00751YAD8,4.99
8/11/22,00751YAD8,5.09
8/12/22,00751YAD8,5.05
8/15/22,00751YAD8,4.92
8/16/22,00751YAD8,4.99
8/17/22,00751YAD8,5.02
8/18/22,00751YAD8,5.01
8/19/22,00751YAD8,5.11
8/22/22,00751YAD8,5.23
8/23/22,00751YAD8,5.25
8/24/22,00751YAD8,5.31
8/25/22,00751YAD8,5.2
8/26/22,00751YAD8,5.23
8/29/22,00751YAD8,5.56
8/30/22,00751YAD8,5.37
8/31/22,00751YAD8,5.55
9/1/22,00751YAD8,5.58
9/2/22,00751YAD8,5.5
9/5/22,00751YAD8,5.54
9/6/22,00751YAD8,5.61
9/7/22,00751YAD8,5.53
9/8/22,00751YAD8,5.64
9/9/22,00751YAD8,5.59
9/12/22,00751YAD8,5.62
9/13/22,00751YAD8,5.78
9/14/22,00751YAD8,5.75
9/15/22,00751YAD8,5.8
9/16/22,00751YAD8,5.79
9/19/22,00751YAD8,5.84
9/20/22,00751YAD8,5.95
9/21/22,00751YAD8,5.94
9/22/22,00751YAD8,6.06
9/23/22,00751YAD8,6.14
9/26/22,00751YAD8,6.38
9/27/22,00751YAD8,6.44
9/28/22,00751YAD8,6.2
9/29/22,00751YAD8,6.25
9/30/22,00751YAD8,6.3
10/3/22,00751YAD8,6.1
10/4/22,00751YAD8,6.08
10/5/22,00751YAD8,6.19
10/6/22,00751YAD8,6.22
10/7/22,00751YAD8,6.28
10/10/22,00751YAD8,6.35
10/11/22,00751YAD8,6.4
10/12/22,00751YAD8,6.35
10/13/22,00751YAD8,6.47
10/14/22,00751YAD8,6.57
10/17/22,00751YAD8,6.54
10/18/22,00751YAD8,6.5
10/19/22,00751YAD8,6.64
10/21/22,00751YAD8,6.81
10/24/22,00751YAD8,6.73
10/25/22,00751YAD8,6.61
10/26/22,00751YAD8,6.53
10/27/22,00751YAD8,6.41
10/28/22,00751YAD8,6.46
10/31/22,00751YAD8,6.5
11/1/22,00751YAD8,6.52
11/2/22,00751YAD8,6.47
11/3/22,00751YAD8,6.53
11/4/22,00751YAD8,6.52
11/7/22,00751YAD8,6.55
11/8/22,00751YAD8,6.45
11/9/22,00751YAD8,6.41
11/10/22,00751YAD8,6.17
11/11/22,00751YAD8,6.2
11/14/22,00751YAD8,6.09
11/15/22,00751YAD8,5.92
11/16/22,00751YAD8,5.85
11/17/22,00751YAD8,6.05
11/18/22,00751YAD8,6.12
11/21/22,00751YAD8,6.13
11/22/22,00751YAD8,5.96
11/23/22,00751YAD8,5.99
11/24/22,00751YAD8,5.96
11/25/22,00751YAD8,5.98
11/28/22,00751YAD8,5.94
11/29/22,00751YAD8,6
11/30/22,00751YAD8,5.84
12/1/22,00751YAD8,5.73
12/2/22,00751YAD8,5.72
12/5/22,00751YAD8,5.78
12/6/22,00751YAD8,5.7
12/7/22,00751YAD8,5.58
12/8/22,00751YAD8,5.66
12/9/22,00751YAD8,5.74
12/12/22,00751YAD8,5.76
12/13/22,00751YAD8,5.62
12/14/22,00751YAD8,5.6
12/15/22,00751YAD8,5.59
12/16/22,00751YAD8,5.62
12/19/22,00751YAD8,5.71
12/20/22,00751YAD8,5.81
12/21/22,00751YAD8,5.8
12/22/22,00751YAD8,5.82
12/23/22,00751YAD8,5.87
12/27/22,00751YAD8,5.97
12/28/22,00751YAD8,6
12/29/22,00751YAD8,5.95
12/30/22,00751YAD8,6
1/2/23,00751YAD8,5.96
1/3/23,00751YAD8,5.88
1/4/23,00751YAD8,5.81
1/5/23,00751YAD8,5.85
1/6/23,00751YAD8,5.61
1/9/23,00751YAD8,5.57
1/10/23,00751YAD8,5.65
1/11/23,00751YAD8,5.58
1/12/23,00751YAD8,5.47
1/13/23,00751YAD8,5.52
1/16/23,00751YAD8,5.56
1/17/23,00751YAD8,5.57
1/18/23,00751YAD8,5.38
1/19/23,00751YAD8,5.42
1/20/23,00751YAD8,5.5
1/23/23,00751YAD8,5.49
1/24/23,00751YAD8,5.44
1/25/23,00751YAD8,5.43
1/26/23,00751YAD8,5.43
1/27/23,00751YAD8,5.42
1/30/23,00751YAD8,5.46
1/31/23,00751YAD8,5.42
2/1/23,00751YAD8,5.31
2/2/23,00751YAD8,5.34
2/3/23,00751YAD8,5.48
2/6/23,00751YAD8,5.64
2/7/23,00751YAD8,5.61
2/8/23,00751YAD8,5.49
2/9/23,00751YAD8,5.67
2/10/23,00751YAD8,5.74
2/13/23,00751YAD8,5.7
2/14/23,00751YAD8,5.77
2/15/23,00751YAD8,5.75
2/16/23,00751YAD8,5.81
2/17/23,00751YAD8,5.76
2/20/23,00751YAD8,5.8
2/21/23,00751YAD8,5.91
2/22/23,00751YAD8,5.94
2/23/23,00751YAD8,5.88
2/24/23,00751YAD8,5.96
2/27/23,00751YAD8,5.92
2/28/23,00751YAD8,5.93
3/1/23,00751YAD8,6.09
3/2/23,00751YAD8,6.16
3/3/23,00751YAD8,6.07
3/6/23,00751YAD8,5.97
3/7/23,00751YAD8,5.99
3/8/23,00751YAD8,6.02
3/9/23,00751YAD8,5.91
3/10/23,00751YAD8,5.78
3/13/23,00751YAD8,5.8
3/14/23,00751YAD8,5.95
3/15/23,00751YAD8,5.61
3/16/23,00751YAD8,5.76
3/17/23,00751YAD8,5.66
3/20/23,00751YAD8,5.59
3/21/23,00751YAD8,5.71
3/22/23,00751YAD8,5.6
3/23/23,00751YAD8,5.53
3/24/23,00751YAD8,5.5
3/27/23,00751YAD8,5.68
3/28/23,00751YAD8,5.71
3/29/23,00751YAD8,5.69
3/30/23,00751YAD8,5.67
3/31/23,00751YAD8,5.59
4/3/23,00751YAD8,5.38
4/4/23,00751YAD8,5.36
4/5/23,00751YAD8,5.34
4/6/23,00751YAD8,5.33
4/7/23,00751YAD8,5.46
4/10/23,00751YAD8,5.45
4/11/23,00751YAD8,5.46
4/12/23,00751YAD8,5.41
4/13/23,00751YAD8,5.48
4/14/23,00751YAD8,5.57
4/17/23,00751YAD8,5.58
4/18/23,00751YAD8,5.55
4/19/23,00751YAD8,5.6
4/20/23,00751YAD8,5.54
4/21/23,00751YAD8,5.57
4/24/23,00751YAD8,5.49
4/25/23,00751YAD8,5.41
4/26/23,00751YAD8,5.47
4/27/23,00751YAD8,5.51
4/28/23,00751YAD8,5.4
5/1/23,00751YAD8,5.61
5/2/23,00751YAD8,5.45
5/3/23,00751YAD8,5.35
5/4/23,00751YAD8,5.41
5/5/23,00751YAD8,5.48
5/8/23,00751YAD8,5.54
5/9/23,00751YAD8,5.49
5/10/23,00751YAD8,5.39
5/11/23,00751YAD8,5.38
5/12/23,00751YAD8,5.47
5/15/23,00751YAD8,5.56
5/16/23,00751YAD8,5.62
5/17/23,00751YAD8,5.56
5/18/23,00751YAD8,5.67
5/19/23,00751YAD8,5.72
5/22/23,00751YAD8,5.75
5/23/23,00751YAD8,5.64
5/24/23,00751YAD8,5.71
5/25/23,00751YAD8,5.81
5/26/23,00751YAD8,5.81
5/29/23,00751YAD8,5.8
5/30/23,00751YAD8,5.65
5/31/23,00751YAD8,5.6
6/1/23,00751YAD8,6.01
6/2/23,00751YAD8,6.19
6/5/23,00751YAD8,6.3
6/6/23,00751YAD8,6.6
6/7/23,00751YAD8,6.65
6/8/23,00751YAD8,6.79
6/9/23,00751YAD8,6.76
6/12/23,00751YAD8,6.79
6/13/23,00751YAD8,6.76
6/14/23,00751YAD8,6.61
6/15/23,00751YAD8,6.68
6/16/23,00751YAD8,6.71
6/19/23,00751YAD8,6.76
6/20/23,00751YAD8,6.69
6/21/23,00751YAD8,6.68
6/22/23,00751YAD8,6.75
6/23/23,00751YAD8,6.7
6/26/23,00751YAD8,6.65
6/27/23,00751YAD8,6.65
6/28/23,00751YAD8,6.59
6/29/23,00751YAD8,6.71
6/30/23,00751YAD8,6.67
7/3/23,00751YAD8,6.61
7/4/23,00751YAD8,6.59
7/5/23,00751YAD8,6.59
7/6/23,00751YAD8,6.681
7/7/23,00751YAD8,6.71
7/10/23,00751YAD8,6.66
7/11/23,00751YAD8,6.6
7/12/23,00751YAD8,6.49
7/13/23,00751YAD8,6.4
7/14/23,00751YAD8,6.4
7/17/23,00751YAD8,6.37
7/18/23,00751YAD8,6.44
7/19/23,00751YAD8,6.35
7/20/23,00751YAD8,6.39
7/21/23,00751YAD8,6.37
7/24/23,00751YAD8,6.42
7/25/23,00751YAD8,6.43
7/26/23,00751YAD8,6.35
7/27/23,00751YAD8,6.48
7/28/23,00751YAD8,6.43
7/31/23,00751YAD8,6.29
8/1/23,00751YAD8,6.37
8/2/23,00751YAD8,6.43
8/3/23,00751YAD8,6.61
8/4/23,00751YAD8,6.48
8/7/23,00751YAD8,6.36
8/8/23,00751YAD8,6.32
8/9/23,00751YAD8,6.35
8/10/23,00751YAD8,6.31
8/11/23,00751YAD8,6.44
8/14/23,00751YAD8,6.5
8/15/23,00751YAD8,6.509
8/16/23,00751YAD8,6.45
8/17/23,00751YAD8,6.47
8/18/23,00751YAD8,6.49
8/21/23,00751YAD8,6.56
8/22/23,00751YAD8,6.54
8/23/23,00751YAD8,6.45
8/24/23,00751YAD8,6.53
8/25/23,00751YAD8,6.53
8/28/23,00751YAD8,6.52
8/29/23,00751YAD8,6.6
8/30/23,00751YAD8,6.54
8/31/23,00751YAD8,6.51
9/1/23,00751YAD8,6.54
9/5/23,00751YAD8,6.62
9/6/23,00751YAD8,6.67
9/7/23,00751YAD8,6.7
9/8/23,00751YAD8,6.6
9/11/23,00751YAD8,6.58
9/12/23,00751YAD8,7.05
9/13/23,00751YAD8,7.2
9/14/23,00751YAD8,7.23
9/15/23,00751YAD8,7.3
9/18/23,00751YAD8,7.29
9/19/23,00751YAD8,7.29
9/20/23,00751YAD8,7.34
9/21/23,00751YAD8,7.36
9/22/23,00751YAD8,7.36
9/25/23,00751YAD8,7.33
9/26/23,00751YAD8,7.43
9/27/23,00751YAD8,7.6
9/28/23,00751YAD8,7.59
9/29/23,00751YAD8,7.63
10/2/23,00751YAD8,7.71
10/3/23,00751YAD8,7.77
10/4/23,00751YAD8,7.71
10/5/23,00751YAD8,7.7
10/6/23,00751YAD8,7.63
10/9/23,00751YAD8,7.5
10/10/23,00751YAD8,7.5
10/11/23,00751YAD8,7.37
10/12/23,00751YAD8,7.5
10/13/23,00751YAD8,7.51
10/16/23,00751YAD8,7.53
10/17/23,00751YAD8,7.68
10/18/23,00751YAD8,7.78
10/19/23,00751YAD8,7.86
10/20/23,00751YAD8,7.84
10/23/23,00751YAD8,7.67
10/24/23,00751YAD8,7.69
10/25/23,00751YAD8,7.79
10/26/23,00751YAD8,7.72
10/27/23,00751YAD8,7.69
10/30/23,00751YAD8,7.71
10/31/23,00751YAD8,7.79
11/1/23,00751YAD8,7.56
11/2/23,00751YAD8,7.53
11/3/23,00751YAD8,7.17
11/6/23,00751YAD8,7.27
11/7/23,00751YAD8,7.16
11/8/23,00751YAD8,7.13
11/9/23,00751YAD8,7.28
11/10/23,00751YAD8,7.34
11/13/23,00751YAD8,7.24
11/14/23,00751YAD8,7.02
11/15/23,00751YAD8,7.1
11/16/23,00751YAD8,7.29
11/17/23,00751YAD8,7.29
11/20/23,00751YAD8,7.49
11/21/23,00751YAD8,7.43
11/22/23,00751YAD8,7.44
11/23/23,00751YAD8,7.44
11/24/23,00751YAD8,7.41
11/27/23,00751YAD8,7.38
11/28/23,00751YAD8,7.22
11/29/23,00751YAD8,7.14
11/30/23,00751YAD8,7.17
12/1/23,00751YAD8,6.85
12/4/23,00751YAD8,7.07
12/5/23,00751YAD8,6.87
12/6/23,00751YAD8,6.86
12/7/23,00751YAD8,6.75
12/8/23,00751YAD8,6.83
12/11/23,00751YAD8,6.91
12/12/23,00751YAD8,6.85
12/13/23,00751YAD8,6.55
12/14/23,00751YAD8,6.27
12/15/23,00751YAD8,6.32
12/18/23,00751YAD8,6.29
12/1/21,950590AG4,3.7019
12/2/21,950590AG4,3.7276
12/3/21,950590AG4,3.6942
12/6/21,950590AG4,3.6923
12/7/21,950590AG4,3.6903
12/8/21,950590AG4,3.7515
12/9/21,950590AG4,3.651
12/10/21,950590AG4,3.6806
12/13/21,950590AG4,3.7103
12/14/21,950590AG4,3.6766
12/15/21,950590AG4,3.7062
12/16/21,950590AG4,3.6367
12/17/21,950590AG4,3.6346
12/20/21,950590AG4,3.6009
12/21/21,950590AG4,3.6622
12/22/21,950590AG4,3.7876
12/23/21,950590AG4,3.7497
12/24/21,950590AG4,3.7477
12/27/21,950590AG4,3.6179
12/28/21,950590AG4,3.584
12/29/21,950590AG4,3.6109
12/30/21,950590AG4,3.5458
12/31/21,950590AG4,3.5118
1/3/22,950590AG4,3.4778
1/4/22,950590AG4,3.5075
1/5/22,950590AG4,3.4099
1/6/22,950590AG4,3.4669
1/7/22,950590AG4,3.689
1/10/22,950590AG4,3.5264
1/11/22,950590AG4,3.5242
1/12/22,950590AG4,3.6828
1/13/22,950590AG4,3.6099
1/14/22,950590AG4,3.6401
1/17/22,950590AG4,3.6401
1/18/22,950590AG4,3.5734
1/19/22,950590AG4,3.6035
1/20/22,950590AG4,3.6944
1/24/22,950590AG4,3.7554
1/25/22,950590AG4,3.6557
1/26/22,950590AG4,3.7187
1/27/22,950590AG4,3.7095
1/28/22,950590AG4,3.7779
1/31/22,950590AG4,3.6451
2/1/22,950590AG4,3.6104
2/2/22,950590AG4,3.6409
2/3/22,950590AG4,3.6345
2/4/22,950590AG4,3.5343
2/7/22,950590AG4,3.5975
2/8/22,950590AG4,3.5953
2/9/22,950590AG4,3.8897
2/10/22,950590AG4,3.5867
2/11/22,950590AG4,3.5517
2/14/22,950590AG4,3.5495
2/15/22,950590AG4,3.5473
2/16/22,950590AG4,3.5451
2/17/22,950590AG4,3.8679
2/18/22,950590AG4,5.1691
2/21/22,950590AG4,4.5432
2/22/22,950590AG4,4.8528
2/23/22,950590AG4,3.9288
2/24/22,950590AG4,4.5428
2/25/22,950590AG4,4.5305
2/28/22,950590AG4,4.4255
3/1/22,950590AG4,4.4928
3/2/22,950590AG4,4.8039
3/3/22,950590AG4,5.2237
